id_cliente,nome_cliente,segmento,cidade,uf,data_cadastro,canal_aquisicao,faixa_etaria
C00314,Bruno Teixeira,PME,Porto Alegre,RS,2020-08-30,Indicação,36-45
C00315,Sofia Almeida,Consumidor,Curitiba,PR,2022-02-09,Parceiro,60+
C00316,Isabela Pereira,Corporativo,Recife,PE,2022-10-03,Mídia Paga,26-35
C00317,Marina Araújo,Consumidor,Porto Alegre,RS,2020-10-14,Orgânico,36-45
C00318,Quezia Almeida,PME,Rio de Janeiro,RJ,2021-10-16,Mídia Paga,36-45
C00319,Carla Barbosa,Consumidor,Manaus,AM,2022-11-30,Indicação,36-45
C00320,Isabela Carvalho,PME,Porto Alegre,RS,2021-07-14,Mídia Paga,36-45
C00321,Karina Souza,Consumidor,Fortaleza,CE,2020-09-16,Orgânico,46-60
C00322,Elaine Ribeiro,Consumidor,Recife,PE,2022-05-09,Orgânico,36-45
C00323,Felipe Souza,Consumidor,Rio de Janeiro,RJ,2021-11-17,Indicação,36-45
C00324,Gabriela Araújo,PME,Rio de Janeiro,RJ,2022-12-01,Orgânico,60+
C00325,Karina Santos,Consumidor,São Paulo,SP,2022-11-24,Parceiro,46-60
C00326,Karina Gomes,PME,Rio de Janeiro,RJ,2022-08-19,Mídia Paga,26-35
C00327,Elaine Oliveira,Consumidor,Belo Horizonte,MG,2021-02-14,Indicação,18-25
C00328,Tiago Barbosa,PME,Belo Horizonte,MG,2021-10-07,Mídia Paga,18-25
C00329,Marina Gomes,PME,Rio de Janeiro,RJ,2021-04-08,Parceiro,36-45
C00330,Tiago Ribeiro,PME,Manaus,AM,2021-03-28,Mídia Paga,18-25
C00331,Quezia Moraes,PME,Curitiba,PR,2022-05-06,Indicação,46-60
C00332,Diego Ferreira,Consumidor,Fortaleza,CE,2021-11-02,Indicação,60+
C00333,Karina Pereira,Consumidor,São Paulo,SP,2021-11-28,Indicação,60+
C00334,Sofia Oliveira,Consumidor,Rio de Janeiro,RJ,2022-11-15,Orgânico,26-35
C00335,João Melo,Consumidor,Recife,PE,2021-07-02,Mídia Paga,46-60
C00336,João Oliveira,PME,Curitiba,PR,2022-09-08,Indicação,26-35
C00337,Sofia Oliveira,Corporativo,Salvador,BA,2021-10-28,Orgânico,46-60
C00338,Olívia Moraes,PME,Recife,PE,2022-08-06,Indicação,36-45
C00339,Ana Pereira,PME,Belo Horizonte,MG,2022-08-02,Mídia Paga,26-35
C00340,Lucas Pereira,Consumidor,Curitiba,PR,2022-06-15,Mídia Paga,36-45
C00341,Nuno Almeida,PME,São Paulo,SP,2021-12-24,Indicação,36-45
C00342,Paulo Teixeira,PME,Salvador,BA,2022-10-07,Orgânico,26-35
C00343,Diego Ferreira,Consumidor,Manaus,AM,2021-01-11,Mídia Paga,18-25
C00344,Felipe Souza,Consumidor,Recife,PE,2022-07-02,Indicação,46-60
C00345,Carla Teixeira,Consumidor,Salvador,BA,2022-02-28,Indicação,60+
C00346,Carla Barbosa,PME,São Paulo,SP,2021-10-18,Mídia Paga,36-45
C00347,Gabriela Ribeiro,Consumidor,São Paulo,SP,2021-11-20,Indicação,36-45
C00348,Rafael Ferreira,PME,Porto Alegre,RS,2020-11-12,Orgânico,46-60
C00349,Ana Martins,Consumidor,São Paulo,SP,2021-12-24,Mídia Paga,36-45
C00350,Isabela Oliveira,Consumidor,São Paulo,SP,2022-07-10,Orgânico,26-35
C00351,Carla Teixeira,PME,Salvador,BA,2021-08-20,Orgânico,26-35
C00352,João Almeida,PME,Belo Horizonte,MG,2022-04-04,Mídia Paga,46-60
C00353,Isabela Ferreira,PME,Salvador,BA,2021-08-26,Orgânico,26-35
C00354,Karina Rocha,Consumidor,Fortaleza,CE,2021-08-12,Orgânico,36-45
C00355,Isabela Santos,Corporativo,Curitiba,PR,2021-08-15,Orgânico,36-45
C00356,Carla Ferreira,PME,Salvador,BA,2022-07-04,Parceiro,46-60
C00357,Felipe Silva,Consumidor,Curitiba,PR,2020-08-15,Parceiro,46-60
C00358,Ana Souza,Consumidor,Belo Horizonte,MG,2022-07-31,Mídia Paga,26-35
C00359,Carla Teixeira,Consumidor,Salvador,BA,2020-12-30,Indicação,18-25
C00360,Karina Santos,Consumidor,Belo Horizonte,MG,2022-08-30,Orgânico,46-60
C00361,Marina Araújo,Consumidor,Recife,PE,2020-08-13,Orgânico,46-60
C00362,Tiago Moraes,Consumidor,Belo Horizonte,MG,2022-10-28,Indicação,36-45
C00363,Carla Almeida,Consumidor,Fortaleza,CE,2022-10-01,Indicação,46-60
C00364,Ana Martins,Consumidor,Brasília,DF,2020-09-10,Mídia Paga,36-45
C00365,Quezia Carvalho,Consumidor,Salvador,BA,2021-05-02,Indicação,26-35
C00366,Paulo Melo,Consumidor,Curitiba,PR,2022-10-04,Indicação,60+
C00367,Henrique Almeida,Corporativo,Rio de Janeiro,RJ,2022-03-24,Indicação,18-25
C00368,Felipe Lima,PME,Recife,PE,2021-12-04,Orgânico,36-45
C00369,Lucas Teixeira,PME,Manaus,AM,2022-11-04,Indicação,60+
C00370,Felipe Araújo,Corporativo,Brasília,DF,2022-01-20,Orgânico,18-25
C00371,Ana Carvalho,Consumidor,Brasília,DF,2021-07-31,Parceiro,26-35
C00372,Ana Pereira,PME,Salvador,BA,2022-10-03,Indicação,26-35
C00373,Lucas Martins,PME,Salvador,BA,2022-09-19,Indicação,36-45
C00374,Karina Lima,Consumidor,Fortaleza,CE,2021-02-06,Mídia Paga,60+
C00375,Sofia Lima,PME,Salvador,BA,2022-04-18,Indicação,36-45
C00376,Sofia Souza,Consumidor,Recife,PE,2020-10-04,Orgânico,36-45
C00377,Sofia Santos,Corporativo,Porto Alegre,RS,2021-02-16,Parceiro,26-35
C00378,Karina Barbosa,Consumidor,Rio de Janeiro,RJ,2020-08-13,Orgânico,26-35
C00379,Diego Silva,Consumidor,Curitiba,PR,2020-09-18,Orgânico,46-60
C00380,Rafael Martins,PME,Recife,PE,2021-12-08,Orgânico,46-60
C00381,Olívia Oliveira,PME,Porto Alegre,RS,2022-06-19,Mídia Paga,18-25
C00382,Felipe Oliveira,Consumidor,Belo Horizonte,MG,2021-11-13,Indicação,18-25
C00383,Ana Rocha,Consumidor,Fortaleza,CE,2020-12-11,Parceiro,26-35
C00384,Rafael Cardoso,PME,Porto Alegre,RS,2021-10-09,Orgânico,36-45
C00385,Rafael Araújo,Consumidor,Recife,PE,2021-04-26,Orgânico,36-45
C00386,Diego Silva,Consumidor,Fortaleza,CE,2022-05-12,Orgânico,36-45
C00387,Marina Araújo,Corporativo,Rio de Janeiro,RJ,2022-01-21,Indicação,36-45
C00388,Olívia Souza,Consumidor,Salvador,BA,2022-05-25,Orgânico,46-60
C00389,Elaine Santos,Consumidor,Manaus,AM,2022-09-30,Orgânico,36-45
C00390,Marina Melo,PME,São Paulo,SP,2020-07-25,Indicação,60+
C00391,Paulo Ribeiro,PME,Manaus,AM,2022-04-05,Orgânico,18-25
C00392,Diego Barbosa,Consumidor,Manaus,AM,2022-07-05,Orgânico,26-35
C00393,Nuno Oliveira,Corporativo,Belo Horizonte,MG,2022-10-20,Parceiro,46-60
C00394,Carla Oliveira,Consumidor,Salvador,BA,2020-11-18,Indicação,46-60
C00395,Ana Moraes,Consumidor,Brasília,DF,2021-08-20,Indicação,46-60
C00396,Sofia Santos,Consumidor,Rio de Janeiro,RJ,2022-08-16,Mídia Paga,60+
C00397,Paulo Teixeira,PME,Curitiba,PR,2021-11-05,Indicação,18-25
C00398,Marina Carvalho,Consumidor,Recife,PE,2022-10-24,Mídia Paga,18-25
C00399,Karina Ribeiro,PME,Salvador,BA,2022-11-12,Orgânico,46-60
C00400,Olívia Carvalho,PME,Curitiba,PR,2020-11-01,Orgânico,46-60
C00401,Nuno Araújo,PME,Fortaleza,CE,2022-04-30,Mídia Paga,36-45
C00402,Elaine Melo,PME,Brasília,DF,2021-10-15,Mídia Paga,18-25
C00403,Bruno Ferreira,Consumidor,Porto Alegre,RS,2020-07-28,Orgânico,18-25
C00404,Diego Silva,Corporativo,Brasília,DF,2021-10-22,Orgânico,46-60
C00405,Rafael Gomes,Consumidor,Fortaleza,CE,2021-04-11,Orgânico,36-45
C00406,Gabriela Ferreira,PME,Belo Horizonte,MG,2021-04-26,Indicação,26-35
C00407,Ana Araújo,Consumidor,São Paulo,SP,2020-09-24,Parceiro,26-35
C00408,Isabela Rocha,PME,Curitiba,PR,2020-12-03,Mídia Paga,36-45
C00409,Quezia Moraes,Consumidor,Curitiba,PR,2021-01-08,Indicação,18-25
C00410,Tiago Moraes,Consumidor,Brasília,DF,2021-02-08,Orgânico,18-25
C00411,Karina Almeida,Consumidor,Curitiba,PR,2021-02-15,Orgânico,36-45
C00412,Karina Pereira,Consumidor,Manaus,AM,2021-10-15,Mídia Paga,46-60
C00413,Marina Souza,Corporativo,Recife,PE,2021-10-14,Indicação,60+
C00414,Lucas Melo,PME,Fortaleza,CE,2021-01-14,Orgânico,26-35
C00415,Diego Araújo,PME,Belo Horizonte,MG,2022-02-05,Orgânico,36-45
C00416,Carla Ferreira,PME,Salvador,BA,2021-01-31,Indicação,36-45
C00417,Sofia Ribeiro,Consumidor,Salvador,BA,2022-03-11,Indicação,18-25
C00418,Gabriela Melo,Consumidor,Rio de Janeiro,RJ,2021-08-06,Orgânico,46-60
C00419,Gabriela Carvalho,Consumidor,Belo Horizonte,MG,2022-07-15,Indicação,60+
C00420,Carla Araújo,PME,Belo Horizonte,MG,2020-09-26,Orgânico,26-35
C00421,Gabriela Lima,Consumidor,Fortaleza,CE,2022-02-25,Indicação,26-35
C00422,Nuno Araújo,Consumidor,Recife,PE,2021-10-15,Indicação,18-25
C00423,Quezia Costa,Consumidor,São Paulo,SP,2022-01-07,Orgânico,18-25
C00424,Marina Melo,PME,Belo Horizonte,MG,2022-08-19,Indicação,26-35
C00425,Quezia Moraes,Consumidor,Curitiba,PR,2021-08-23,Indicação,46-60
C00426,Gabriela Lima,PME,Salvador,BA,2020-10-25,Parceiro,46-60
C00427,Ana Teixeira,Consumidor,Belo Horizonte,MG,2022-04-30,Indicação,18-25
C00428,Rafael Moraes,Consumidor,Curitiba,PR,2020-10-04,Orgânico,18-25
C00429,Diego Rocha,PME,São Paulo,SP,2022-10-14,Indicação,18-25
C00430,Nuno Santos,Consumidor,São Paulo,SP,2022-01-28,Mídia Paga,36-45
C00431,Diego Melo,PME,Recife,PE,2020-08-04,Mídia Paga,18-25
C00432,Quezia Costa,Consumidor,Curitiba,PR,2020-08-03,Indicação,46-60
C00433,Paulo Carvalho,Consumidor,Fortaleza,CE,2022-05-04,Orgânico,18-25
C00434,Quezia Oliveira,PME,Belo Horizonte,MG,2022-09-01,Mídia Paga,18-25
C00435,Isabela Barbosa,Corporativo,Fortaleza,CE,2022-02-02,Orgânico,26-35
C00436,Diego Santos,PME,Recife,PE,2020-11-06,Mídia Paga,18-25
C00437,Lucas Barbosa,Consumidor,Belo Horizonte,MG,2021-12-31,Parceiro,36-45
C00438,Olívia Almeida,PME,Recife,PE,2021-10-19,Mídia Paga,46-60
C00439,Elaine Souza,PME,Belo Horizonte,MG,2022-08-09,Parceiro,26-35
C00440,Tiago Martins,Consumidor,Fortaleza,CE,2022-05-31,Mídia Paga,60+
C00441,Paulo Santos,Consumidor,Belo Horizonte,MG,2021-07-26,Mídia Paga,46-60
C00442,Sofia Teixeira,Consumidor,Brasília,DF,2020-10-08,Orgânico,36-45
C00443,Nuno Ferreira,Consumidor,Manaus,AM,2022-08-27,Indicação,46-60
C00444,Felipe Melo,Consumidor,São Paulo,SP,2021-02-12,Mídia Paga,46-60
C00445,Henrique Carvalho,PME,Fortaleza,CE,2022-01-08,Parceiro,18-25
C00446,Olívia Teixeira,Consumidor,Rio de Janeiro,RJ,2021-08-19,Indicação,46-60
C00447,Ana Santos,Consumidor,Fortaleza,CE,2020-10-30,Indicação,18-25
C00448,João Melo,Consumidor,Manaus,AM,2021-02-18,Indicação,46-60
C00449,Henrique Barbosa,Corporativo,São Paulo,SP,2020-08-18,Orgânico,60+
C00450,Henrique Silva,Consumidor,Rio de Janeiro,RJ,2020-10-16,Orgânico,36-45
C00451,Felipe Araújo,Consumidor,Rio de Janeiro,RJ,2022-10-17,Orgânico,46-60
C00452,Olívia Costa,Consumidor,Recife,PE,2022-04-26,Mídia Paga,18-25
C00453,Olívia Barbosa,PME,Manaus,AM,2022-07-29,Mídia Paga,60+
C00454,Sofia Araújo,Consumidor,Recife,PE,2020-07-27,Parceiro,26-35
C00455,Marina Moraes,PME,Belo Horizonte,MG,2022-08-18,Indicação,36-45
C00456,Marina Carvalho,Consumidor,Porto Alegre,RS,2022-02-25,Parceiro,46-60
C00457,Quezia Ribeiro,PME,Manaus,AM,2020-12-16,Mídia Paga,60+
C00458,Tiago Ribeiro,PME,Porto Alegre,RS,2022-05-02,Mídia Paga,26-35
C00459,Rafael Carvalho,Corporativo,Belo Horizonte,MG,2021-07-05,Mídia Paga,36-45
C00460,Nuno Silva,Consumidor,Brasília,DF,2022-02-13,Indicação,18-25
C00461,Isabela Lima,Consumidor,São Paulo,SP,2022-05-12,Parceiro,36-45
C00462,Lucas Barbosa,Consumidor,Brasília,DF,2022-10-30,Orgânico,60+
C00463,Henrique Melo,PME,Brasília,DF,2021-10-30,Mídia Paga,36-45
C00464,Bruno Silva,PME,Salvador,BA,2021-05-16,Mídia Paga,26-35
C00465,Henrique Gomes,PME,Fortaleza,CE,2020-08-05,Mídia Paga,60+
C00466,Carla Lima,PME,Fortaleza,CE,2022-06-04,Parceiro,60+
C00467,Isabela Pereira,Consumidor,Curitiba,PR,2021-05-12,Orgânico,36-45
C00468,Bruno Moraes,Consumidor,Salvador,BA,2021-03-31,Mídia Paga,36-45
C00469,Karina Melo,Consumidor,Salvador,BA,2022-09-19,Orgânico,26-35
C00470,Lucas Ferreira,Consumidor,Recife,PE,2022-08-30,Mídia Paga,36-45
C00471,Paulo Cardoso,Consumidor,Manaus,AM,2021-06-07,Mídia Paga,18-25
C00472,Bruno Carvalho,Consumidor,Manaus,AM,2022-03-28,Indicação,18-25
C00473,Quezia Gomes,Consumidor,Curitiba,PR,2022-11-07,Indicação,60+
C00474,Diego Lima,Consumidor,Brasília,DF,2022-09-09,Parceiro,60+
C00475,Gabriela Rocha,Consumidor,Porto Alegre,RS,2021-01-15,Mídia Paga,26-35
C00476,Elaine Silva,Consumidor,Rio de Janeiro,RJ,2020-10-29,Indicação,36-45
C00477,Isabela Cardoso,Consumidor,Belo Horizonte,MG,2020-09-10,Orgânico,26-35
C00478,Marina Santos,Corporativo,Salvador,BA,2022-11-15,Indicação,60+
C00479,Carla Gomes,Consumidor,São Paulo,SP,2020-12-15,Parceiro,18-25
C00480,Marina Silva,Consumidor,Fortaleza,CE,2021-11-07,Indicação,60+
C00481,Elaine Ribeiro,Consumidor,Brasília,DF,2022-02-03,Mídia Paga,36-45
C00482,Sofia Moraes,Corporativo,São Paulo,SP,2022-11-27,Indicação,60+
C00483,Nuno Melo,Corporativo,Salvador,BA,2022-04-30,Orgânico,26-35
C00484,Rafael Barbosa,Consumidor,Manaus,AM,2022-10-08,Indicação,18-25
C00485,Sofia Araújo,Consumidor,Rio de Janeiro,RJ,2022-05-14,Parceiro,36-45
C00486,Paulo Barbosa,Consumidor,Porto Alegre,RS,2022-01-11,Orgânico,36-45
C00487,Karina Rocha,PME,Manaus,AM,2021-11-24,Orgânico,36-45
C00488,Karina Araújo,Consumidor,Salvador,BA,2022-07-18,Indicação,36-45
C00489,Tiago Oliveira,PME,Rio de Janeiro,RJ,2022-06-06,Mídia Paga,26-35
C00490,Quezia Silva,PME,Rio de Janeiro,RJ,2022-11-13,Mídia Paga,60+
C00491,Isabela Cardoso,Consumidor,São Paulo,SP,2021-05-17,Mídia Paga,60+
C00492,João Pereira,Consumidor,Manaus,AM,2020-11-12,Indicação,60+
C00493,Henrique Moraes,Consumidor,São Paulo,SP,2021-01-23,Mídia Paga,60+
C00494,Paulo Gomes,Consumidor,Belo Horizonte,MG,2020-11-09,Orgânico,46-60
C00495,Gabriela Melo,Consumidor,Porto Alegre,RS,2022-10-20,Parceiro,36-45
C00496,Quezia Almeida,Consumidor,Salvador,BA,2022-08-19,Mídia Paga,36-45
C00497,Marina Gomes,Consumidor,Recife,PE,2021-02-01,Indicação,18-25
C00498,Lucas Araújo,Consumidor,Salvador,BA,2020-08-18,Mídia Paga,60+
C00499,Henrique Oliveira,Consumidor,Fortaleza,CE,2022-06-16,Indicação,36-45
C00500,Henrique Rocha,Consumidor,Rio de Janeiro,RJ,2021-01-25,Mídia Paga,18-25
C00501,Felipe Rocha,Consumidor,Porto Alegre,RS,2021-04-07,Orgânico,18-25
C00502,Bruno Lima,Consumidor,Manaus,AM,2022-07-05,Orgânico,26-35
C00503,Ana Ribeiro,Consumidor,Manaus,AM,2021-02-18,Parceiro,26-35
C00504,Elaine Teixeira,Consumidor,Recife,PE,2021-03-27,Mídia Paga,26-35
C00505,Karina Barbosa,PME,Belo Horizonte,MG,2020-11-21,Indicação,18-25
C00506,Nuno Pereira,Consumidor,Brasília,DF,2021-01-01,Indicação,26-35
C00507,Rafael Melo,Consumidor,São Paulo,SP,2020-09-21,Mídia Paga,18-25
C00508,Nuno Gomes,Consumidor,Recife,PE,2021-06-16,Mídia Paga,60+
C00509,Marina Gomes,Consumidor,Fortaleza,CE,2020-09-15,Indicação,60+
C00510,Tiago Cardoso,Consumidor,Rio de Janeiro,RJ,2022-02-15,Indicação,26-35
C00511,Quezia Santos,Consumidor,São Paulo,SP,2021-04-20,Indicação,46-60
C00512,Sofia Almeida,PME,Belo Horizonte,MG,2021-09-22,Orgânico,60+
C00513,Marina Costa,Consumidor,Curitiba,PR,2021-01-05,Indicação,60+
C00514,Lucas Martins,Consumidor,Curitiba,PR,2021-04-20,Mídia Paga,18-25
C00515,Gabriela Melo,PME,Belo Horizonte,MG,2022-08-22,Indicação,36-45
C00516,Ana Oliveira,PME,Recife,PE,2021-02-19,Mídia Paga,46-60
C00517,Henrique Gomes,Corporativo,Rio de Janeiro,RJ,2022-03-08,Orgânico,18-25
C00518,Tiago Souza,PME,Curitiba,PR,2020-12-04,Parceiro,26-35
C00519,Quezia Ribeiro,PME,Porto Alegre,RS,2020-07-15,Orgânico,60+
C00520,Ana Lima,Consumidor,Salvador,BA,2022-04-02,Orgânico,36-45
C00521,Sofia Costa,PME,Recife,PE,2021-10-13,Indicação,18-25
C00522,Lucas Almeida,Corporativo,Manaus,AM,2021-12-11,Orgânico,26-35
C00523,Felipe Rocha,Consumidor,São Paulo,SP,2022-03-10,Indicação,60+
C00524,Sofia Almeida,Consumidor,Curitiba,PR,2021-05-31,Mídia Paga,46-60
C00525,Olívia Barbosa,Consumidor,Salvador,BA,2020-09-29,Mídia Paga,18-25
C00526,Henrique Carvalho,Consumidor,Porto Alegre,RS,2021-01-08,Indicação,36-45
C00527,João Oliveira,Consumidor,Curitiba,PR,2022-03-23,Indicação,36-45
C00528,Felipe Costa,Consumidor,Manaus,AM,2022-03-02,Indicação,26-35
C00529,Henrique Costa,Consumidor,Curitiba,PR,2022-05-05,Mídia Paga,60+
C00530,Ana Cardoso,Consumidor,Fortaleza,CE,2021-03-14,Parceiro,46-60
C00531,Paulo Lima,Consumidor,Manaus,AM,2022-02-24,Parceiro,60+
C00532,Rafael Souza,Consumidor,Recife,PE,2021-07-31,Indicação,46-60
C00533,Quezia Barbosa,PME,Fortaleza,CE,2022-08-01,Orgânico,18-25
C00534,Felipe Cardoso,Consumidor,Manaus,AM,2022-03-12,Orgânico,36-45
C00535,Paulo Rocha,Consumidor,Salvador,BA,2022-05-28,Orgânico,36-45
C00536,Henrique Santos,Consumidor,Manaus,AM,2020-12-30,Mídia Paga,26-35
C00537,Elaine Araújo,Consumidor,Porto Alegre,RS,2022-07-06,Mídia Paga,26-35
C00538,Karina Araújo,Consumidor,Brasília,DF,2020-11-25,Orgânico,60+
C00539,Felipe Souza,PME,Rio de Janeiro,RJ,2020-12-25,Orgânico,36-45
C00540,Rafael Cardoso,Consumidor,Salvador,BA,2021-11-29,Parceiro,36-45
C00541,Tiago Costa,Consumidor,Salvador,BA,2021-01-06,Indicação,60+
C00542,Olívia Oliveira,Consumidor,Fortaleza,CE,2020-09-30,Indicação,36-45
C00543,Karina Rocha,Consumidor,Belo Horizonte,MG,2021-02-15,Indicação,60+
C00544,João Almeida,Consumidor,Salvador,BA,2022-01-12,Indicação,46-60
C00545,Sofia Melo,Consumidor,Salvador,BA,2020-10-28,Parceiro,46-60
C00546,Carla Costa,Consumidor,Curitiba,PR,2020-11-01,Orgânico,18-25
C00547,Bruno Silva,Consumidor,Fortaleza,CE,2021-05-20,Mídia Paga,60+
C00548,Henrique Ferreira,PME,Recife,PE,2022-01-20,Mídia Paga,46-60
C00549,Bruno Gomes,PME,Belo Horizonte,MG,2022-11-03,Mídia Paga,36-45
C00550,Elaine Cardoso,PME,Brasília,DF,2021-09-03,Orgânico,60+
C00551,Quezia Cardoso,Consumidor,Manaus,AM,2021-09-13,Orgânico,36-45
C00552,Elaine Ribeiro,Consumidor,Recife,PE,2022-03-11,Orgânico,60+
C00553,Paulo Cardoso,PME,Salvador,BA,2022-02-12,Orgânico,46-60
C00554,Henrique Silva,Corporativo,Curitiba,PR,2021-03-31,Indicação,26-35
C00555,Felipe Martins,Consumidor,Recife,PE,2022-03-22,Mídia Paga,26-35
C00556,Isabela Ribeiro,Consumidor,Manaus,AM,2020-08-28,Indicação,60+
C00557,Elaine Ribeiro,PME,Rio de Janeiro,RJ,2022-05-30,Orgânico,46-60
C00558,Bruno Cardoso,PME,São Paulo,SP,2022-06-30,Orgânico,18-25
C00559,Ana Ferreira,Consumidor,Fortaleza,CE,2020-11-18,Orgânico,18-25
C00560,Bruno Carvalho,Consumidor,Salvador,BA,2021-08-15,Orgânico,26-35
C00561,Paulo Lima,Consumidor,Rio de Janeiro,RJ,2021-05-25,Orgânico,36-45
C00562,Olívia Ferreira,PME,Porto Alegre,RS,2021-11-03,Mídia Paga,18-25
C00563,Gabriela Araújo,Consumidor,Rio de Janeiro,RJ,2021-06-17,Indicação,36-45
C00564,Diego Almeida,Corporativo,Brasília,DF,2021-06-17,Indicação,36-45
C00565,Henrique Rocha,Consumidor,Porto Alegre,RS,2022-08-09,Orgânico,26-35
C00566,Paulo Moraes,PME,São Paulo,SP,2021-04-16,Orgânico,18-25
C00567,Bruno Souza,Consumidor,Manaus,AM,2021-12-21,Indicação,26-35
C00568,Lucas Barbosa,PME,Brasília,DF,2020-09-16,Mídia Paga,18-25
C00569,Bruno Araújo,PME,Belo Horizonte,MG,2022-03-21,Mídia Paga,60+
C00570,Olívia Almeida,Consumidor,Salvador,BA,2022-01-05,Mídia Paga,60+
C00571,Elaine Barbosa,Corporativo,Rio de Janeiro,RJ,2021-06-07,Orgânico,36-45
C00572,Tiago Gomes,Consumidor,Belo Horizonte,MG,2022-11-13,Mídia Paga,26-35
C00573,Marina Costa,Consumidor,Brasília,DF,2020-08-16,Indicação,46-60
C00574,Diego Melo,PME,Salvador,BA,2022-08-11,Mídia Paga,18-25
C00575,Diego Araújo,PME,São Paulo,SP,2022-05-10,Orgânico,18-25
C00576,Bruno Gomes,Consumidor,Manaus,AM,2022-03-15,Orgânico,18-25
C00577,Carla Barbosa,Consumidor,Fortaleza,CE,2020-08-02,Mídia Paga,18-25
C00578,Tiago Almeida,Consumidor,São Paulo,SP,2020-08-11,Indicação,18-25
C00579,Diego Santos,PME,Porto Alegre,RS,2021-06-19,Mídia Paga,60+
C00580,Rafael Rocha,Consumidor,Belo Horizonte,MG,2021-05-10,Mídia Paga,60+
C00581,Felipe Lima,Consumidor,Recife,PE,2022-08-18,Indicação,60+
C00582,Rafael Carvalho,Consumidor,Salvador,BA,2022-01-14,Mídia Paga,46-60
C00583,Henrique Teixeira,PME,Salvador,BA,2021-03-19,Indicação,46-60
C00584,Ana Souza,PME,Fortaleza,CE,2021-10-22,Parceiro,60+
C00585,João Ferreira,Consumidor,Curitiba,PR,2022-11-26,Orgânico,36-45
C00586,Rafael Teixeira,Consumidor,Brasília,DF,2021-06-27,Parceiro,26-35
C00587,Isabela Gomes,Consumidor,Belo Horizonte,MG,2022-07-14,Mídia Paga,26-35
C00588,Carla Carvalho,Consumidor,Porto Alegre,RS,2020-11-11,Mídia Paga,26-35
C00589,Diego Moraes,Consumidor,Manaus,AM,2020-08-15,Indicação,18-25
C00590,Nuno Rocha,PME,Salvador,BA,2021-12-11,Parceiro,18-25
C00591,Marina Souza,PME,Manaus,AM,2022-11-21,Orgânico,18-25
C00592,Marina Barbosa,Consumidor,Belo Horizonte,MG,2022-10-12,Mídia Paga,60+
C00593,Marina Pereira,Consumidor,Curitiba,PR,2020-09-18,Orgânico,18-25
C00594,Nuno Pereira,Consumidor,Recife,PE,2021-07-07,Mídia Paga,46-60
C00595,Rafael Moraes,Consumidor,Manaus,AM,2022-05-16,Parceiro,60+
C00596,Diego Rocha,Consumidor,Manaus,AM,2022-09-02,Indicação,36-45
C00597,João Lima,Consumidor,São Paulo,SP,2020-10-05,Parceiro,60+
C00598,Lucas Pereira,PME,Porto Alegre,RS,2022-05-12,Mídia Paga,18-25
C00599,João Silva,Consumidor,Manaus,AM,2022-07-04,Orgânico,18-25
C00600,Rafael Melo,Consumidor,Porto Alegre,RS,2022-05-08,Mídia Paga,60+
C00601,Ana Martins,Consumidor,Belo Horizonte,MG,2020-12-21,Indicação,60+
C00602,Bruno Barbosa,Consumidor,Manaus,AM,2022-02-28,Mídia Paga,18-25
C00603,Ana Ribeiro,Consumidor,Salvador,BA,2022-08-14,Mídia Paga,46-60
C00604,Tiago Cardoso,Consumidor,Salvador,BA,2021-07-24,Orgânico,26-35
C00605,Henrique Melo,Consumidor,São Paulo,SP,2022-10-23,Orgânico,46-60
C00606,Quezia Almeida,Consumidor,Curitiba,PR,2022-04-05,Mídia Paga,36-45
C00607,Isabela Ferreira,PME,São Paulo,SP,2021-05-13,Orgânico,46-60
C00608,Henrique Rocha,PME,Manaus,AM,2021-03-02,Orgânico,26-35
C00609,Olívia Cardoso,Consumidor,Manaus,AM,2021-12-30,Orgânico,26-35
C00610,Nuno Pereira,Consumidor,Brasília,DF,2022-07-17,Mídia Paga,60+
C00611,Diego Lima,Corporativo,Brasília,DF,2021-06-05,Orgânico,26-35
C00612,Olívia Almeida,PME,Recife,PE,2022-01-26,Orgânico,26-35
C00613,Isabela Moraes,Consumidor,Manaus,AM,2021-03-11,Indicação,26-35
C00614,Quezia Moraes,Consumidor,Fortaleza,CE,2022-07-18,Indicação,36-45
C00615,Felipe Costa,Consumidor,Fortaleza,CE,2022-07-15,Orgânico,46-60
C00616,Gabriela Oliveira,PME,Porto Alegre,RS,2020-10-18,Orgânico,46-60
C00617,Henrique Rocha,PME,Salvador,BA,2021-08-21,Indicação,18-25
C00618,Rafael Melo,PME,Manaus,AM,2021-04-03,Indicação,18-25
C00619,Quezia Cardoso,Consumidor,São Paulo,SP,2022-03-26,Indicação,18-25
C00620,Marina Ribeiro,Consumidor,Curitiba,PR,2021-09-08,Mídia Paga,36-45
C00621,Quezia Pereira,Consumidor,Manaus,AM,2022-10-08,Indicação,46-60
C00622,Marina Rocha,Consumidor,Brasília,DF,2022-07-17,Orgânico,18-25
C00623,Carla Almeida,Consumidor,Porto Alegre,RS,2021-08-24,Orgânico,26-35
C00624,Quezia Martins,PME,Salvador,BA,2022-09-06,Mídia Paga,60+
C00625,Bruno Lima,PME,Brasília,DF,2021-11-08,Parceiro,60+
C00626,João Ribeiro,PME,São Paulo,SP,2021-09-29,Mídia Paga,46-60
C00627,Ana Moraes,Consumidor,Belo Horizonte,MG,2022-05-09,Mídia Paga,18-25
